x,y,t,u,f
10.52631579,11.57894737,180,0.048970939,-0.048853499
11.57894737,11.57894737,180,-0.029799312,0.02977285
12.63157895,11.57894737,180,-0.108505162,0.107227691
13.68421053,11.57894737,180,-0.16275075,0.158439839
14.73684211,11.57894737,180,-0.177125358,0.171568334
15.78947368,11.57894737,180,-0.140589638,0.137810821
16.84210526,11.57894737,180,-0.056046344,0.055870291
17.89473684,11.57894737,180,0.050028208,-0.049902997
18.94736842,11.57894737,180,0.128116031,-0.126013171
20,11.57894737,180,0.139641208,-0.136918251
0,12.63157895,180,0.133431578,-0.131055964
1.052631579,12.63157895,180,-0.061071527,0.060843746
2.105263158,12.63157895,180,-0.196658988,0.189053249
3.157894737,12.63157895,180,-0.224817833,0.213454852
4.210526316,12.63157895,180,-0.176458067,0.170963613
5.263157895,12.63157895,180,-0.121685607,0.119883761
6.315789474,12.63157895,180,-0.105370189,0.104200277
7.368421053,12.63157895,180,-0.101583617,0.100535352
8.421052632,12.63157895,180,-0.056633716,0.056452071
9.473684211,12.63157895,180,0.019657784,-0.019650187
10.52631579,12.63157895,180,0.070223898,-0.069877596
11.57894737,12.63157895,180,0.067396589,-0.067090454
12.63157895,12.63157895,180,0.026950497,-0.026930922
13.68421053,12.63157895,180,-0.021248281,0.021238687
14.73684211,12.63157895,180,-0.038607207,0.038549663
15.78947368,12.63157895,180,0.009949202,-0.009948218
16.84210526,12.63157895,180,0.127065569,-0.125014012
17.89473684,12.63157895,180,0.259783501,-0.24225137
18.94736842,12.63157895,180,0.328642145,-0.293146933
20,12.63157895,180,0.285945306,-0.262565069
0,13.68421053,180,0.173513787,-0.168289801
1.052631579,13.68421053,180,-0.087034968,0.086375671
2.105263158,13.68421053,180,-0.268048801,0.248789452
3.157894737,13.68421053,180,-0.318787437,0.286390526
4.210526316,13.68421053,180,-0.280037555,0.258076721
5.263157895,13.68421053,180,-0.226583003,0.214950264
6.315789474,13.68421053,180,-0.206326263,0.197542845
7.368421053,13.68421053,180,-0.202360037,0.194073477
8.421052632,13.68421053,180,-0.160148286,0.156040887
9.473684211,13.68421053,180,-0.073527248,0.073129741
10.52631579,13.68421053,180,0.004688078,-0.004687975
11.57894737,13.68421053,180,0.033022578,-0.032986567
12.63157895,13.68421053,180,0.021795108,-0.021784755
13.68421053,13.68421053,180,0.004186657,-0.004186584
14.73684211,13.68421053,180,0.015853632,-0.015849647
15.78947368,13.68421053,180,0.09053764,-0.089795498
16.84210526,13.68421053,180,0.234793487,-0.221849796
17.89473684,13.68421053,180,0.386892943,-0.328980428
18.94736842,13.68421053,180,0.453637933,-0.360284974
20,13.68421053,180,0.382539431,-0.326559982
0,14.73684211,180,0.17243381,-0.167306764
1.052631579,14.73684211,180,-0.117780568,0.116146685
2.105263158,14.73684211,180,-0.334870368,0.29731862
3.157894737,14.73684211,180,-0.417375102,0.344667535
4.210526316,14.73684211,180,-0.39754331,0.334715293
5.263157895,14.73684211,180,-0.339946103,0.300660791
6.315789474,14.73684211,180,-0.293277665,0.268052328
7.368421053,14.73684211,180,-0.264788387,0.246223308
8.421052632,14.73684211,180,-0.224442219,0.213136097
9.473684211,14.73684211,180,-0.166942873,0.162290188
10.52631579,14.73684211,180,-0.124881581,0.122934002
11.57894737,14.73684211,180,-0.117570704,0.115945539
12.63157895,14.73684211,180,-0.11817917,0.116528642
13.68421053,14.73684211,180,-0.096378112,0.095482881
14.73684211,14.73684211,180,-0.043003321,0.042923795
15.78947368,14.73684211,180,0.053442581,-0.053289943
16.84210526,14.73684211,180,0.208510213,-0.199444917
17.89473684,14.73684211,180,0.37686926,-0.323342354
18.94736842,14.73684211,180,0.459556369,-0.362501715
20,14.73684211,180,0.393580962,-0.33261292
0,15.78947368,180,0.095483746,-0.094613207
1.052631579,15.78947368,180,-0.177296027,0.171722925
2.105263158,15.78947368,180,-0.387226027,0.329163809
3.157894737,15.78947368,180,-0.472718192,0.367083408
4.210526316,15.78947368,180,-0.455316411,0.360923384
5.263157895,15.78947368,180,-0.387807115,0.329483113
6.315789474,15.78947368,180,-0.314414085,0.283332298
7.368421053,15.78947368,180,-0.259124081,0.241725119
8.421052632,15.78947368,180,-0.219267109,0.208725171
9.473684211,15.78947368,180,-0.20134561,0.193183048
10.52631579,15.78947368,180,-0.216543962,0.206389937
11.57894737,15.78947368,180,-0.247340565,0.232208924
12.63157895,15.78947368,180,-0.245867881,0.231004918
13.68421053,15.78947368,180,-0.192321655,0.185208135
14.73684211,15.78947368,180,-0.112266838,0.110851844
15.78947368,15.78947368,180,-0.022145559,0.022134698
16.84210526,15.78947368,180,0.103875874,-0.102755033
17.89473684,15.78947368,180,0.257040398,-0.240057799
18.94736842,15.78947368,180,0.348414627,-0.306119617
20,15.78947368,180,0.298736969,-0.272076554
0,16.84210526,180,-0.006916944,0.006916613
1.052631579,16.84210526,180,-0.211918039,0.202400957
2.105263158,16.84210526,180,-0.36623743,0.317114057
3.157894737,16.84210526,180,-0.419489264,0.345671217
4.210526316,16.84210526,180,-0.383260277,0.326963773
5.263157895,16.84210526,180,-0.303059946,0.275225305
6.315789474,16.84210526,180,-0.215935343,0.205866694
7.368421053,16.84210526,180,-0.147561219,0.144348175
8.421052632,16.84210526,180,-0.111300421,0.109921655
9.473684211,16.84210526,180,-0.128365942,0.126250752
10.52631579,16.84210526,180,-0.195396145,0.187935988
11.57894737,16.84210526,180,-0.261181338,0.243364672
12.63157895,16.84210526,180,-0.265187899,0.24653866
13.68421053,16.84210526,180,-0.205052279,0.196430562
14.73684211,16.84210526,180,-0.132050259,0.129747663
15.78947368,16.84210526,180,-0.074803542,0.074384974
16.84210526,16.84210526,180,-0.003629922,0.003629875
17.89473684,16.84210526,180,0.100800246,-0.099776046
18.94736842,16.84210526,180,0.177794902,-0.172174622
20,16.84210526,180,0.147526863,-0.144316062
0,17.89473684,180,-0.010570363,0.010569182
1.052631579,17.89473684,180,-0.119399325,0.117697144
2.105263158,17.89473684,180,-0.199982732,0.191984804
3.157894737,17.89473684,180,-0.212074287,0.202536139
4.210526316,17.89473684,180,-0.158874309,0.154864156
5.263157895,17.89473684,180,-0.082971355,0.08240016
6.315789474,17.89473684,180,-0.011039652,0.011038307
7.368421053,17.89473684,180,0.043351054,-0.043269584
8.421052632,17.89473684,180,0.063084808,-0.06283375
9.473684211,17.89473684,180,0.014859209,-0.014855929
10.52631579,17.89473684,180,-0.091153269,0.090395884
11.57894737,17.89473684,180,-0.184040753,0.177807109
12.63157895,17.89473684,180,-0.204978453,0.196366044
13.68421053,17.89473684,180,-0.172717348,0.167564968
14.73684211,17.89473684,180,-0.140683416,0.137899034
15.78947368,17.89473684,180,-0.118461147,0.116798777
16.84210526,17.89473684,180,-0.079253965,0.078756156
17.89473684,17.89473684,180,-0.007113023,0.007112663
18.94736842,17.89473684,180,0.059676894,-0.059464365
20,17.89473684,180,0.064283578,-0.064017934
0,18.94736842,180,0.111348776,-0.109968213
1.052631579,18.94736842,180,0.095451728,-0.094582064
2.105263158,18.94736842,180,0.077293889,-0.076832109
3.157894737,18.94736842,180,0.085608769,-0.084981354
4.210526316,18.94736842,180,0.12678329,-0.124745375
5.263157895,18.94736842,180,0.170317233,-0.165376677
6.315789474,18.94736842,180,0.2013298,-0.193169161
7.368421053,18.94736842,180,0.218589701,-0.208145167
8.421052632,18.94736842,180,0.206446604,-0.197647808
9.473684211,18.94736842,180,0.131361514,-0.12909476
10.52631579,18.94736842,180,0.010778491,-0.010777239
11.57894737,18.94736842,180,-0.087280806,0.086615906
12.63157895,18.94736842,180,-0.128234536,0.126125835
13.68421053,18.94736842,180,-0.148714663,0.145425681
14.73684211,18.94736842,180,-0.176568536,0.171063757
15.78947368,18.94736842,180,-0.178284756,0.172617894
16.84210526,18.94736842,180,-0.131134831,0.128879791
17.89473684,18.94736842,180,-0.045245584,0.045152959
18.94736842,18.94736842,180,0.042162217,-0.042087267
20,18.94736842,180,0.098681112,-0.097720159
0,20,180,0.259352953,-0.241907848
1.052631579,20,180,0.289136174,-0.264964468
2.105263158,20,180,0.288187301,-0.264252792
3.157894737,20,180,0.280702304,-0.258584708
4.210526316,20,180,0.287760123,-0.26393189
5.263157895,20,180,0.297897071,-0.271460891
6.315789474,20,180,0.299674164,-0.272762044
7.368421053,20,180,0.292048115,-0.267138718
8.421052632,20,180,0.258174645,-0.240966234
9.473684211,20,180,0.175179365,-0.169803494
10.52631579,20,180,0.071349421,-0.0709862
11.57894737,20,180,-0.007168331,0.007167963
12.63157895,20,180,-0.065615439,0.065332939
13.68421053,20,180,-0.147780523,0.144553132
14.73684211,20,180,-0.238047652,0.224558281
15.78947368,20,180,-0.256739983,0.23981686
16.84210526,20,180,-0.181604472,0.175615123
17.89473684,20,180,-0.048907449,0.048790466
18.94736842,20,180,0.085069037,-0.084453414
20,20,180,0.190968233,-0.184003838
0,0,360,0.407654748,-0.339909706
1.052631579,0,360,0.497156314,-0.374276972
2.105263158,0,360,0.519445738,-0.379286876
3.157894737,0,360,0.511275574,-0.377626752
4.210526316,0,360,0.499343805,-0.374835306
5.263157895,0,360,0.498767224,-0.374689528
6.315789474,0,360,0.510973662,-0.377561462
7.368421053,0,360,0.524001669,-0.38012247
8.421052632,0,360,0.514885843,-0.37838578
9.473684211,0,360,0.453528438,-0.360243061
10.52631579,0,360,0.308247844,-0.278959141
11.57894737,0,360,0.060554324,-0.060332282
12.63157895,0,360,-0.253281563,0.237033158
13.68421053,0,360,-0.524933714,0.380285392
14.73684211,0,360,-0.676938172,0.366734444
15.78947368,0,360,-0.708997929,0.352600223
16.84210526,0,360,-0.626890097,0.380527809
17.89473684,0,360,-0.415693126,0.343861031
18.94736842,0,360,-0.097095704,0.096180327
20,0,360,0.210374276,-0.201063671
0,1.052631579,360,0.169802872,-0.164906943
1.052631579,1.052631579,360,0.295552029,-0.269735263
2.105263158,1.052631579,360,0.341678156,-0.301789294
3.157894737,1.052631579,360,0.33582861,-0.297953572
4.210526316,1.052631579,360,0.309702811,-0.279997408
5.263157895,1.052631579,360,0.295203363,-0.269477858
6.315789474,1.052631579,360,0.31411866,-0.283124405
7.368421053,1.052631579,360,0.366404814,-0.317214056
8.421052632,1.052631579,360,0.425163909,-0.348309431
9.473684211,1.052631579,360,0.445259269,-0.356984029
10.52631579,1.052631579,360,0.378369394,-0.324200746
11.57894737,1.052631579,360,0.181053444,-0.175118449
12.63157895,1.052631579,360,-0.144060708,0.141070946
13.68421053,1.052631579,360,-0.473785416,0.367433562
14.73684211,1.052631579,360,-0.676981187,0.366718321
15.78947368,1.052631579,360,-0.74692645,0.330216839
16.84210526,1.052631579,360,-0.7101519,0.352011133
17.89473684,1.052631579,360,-0.568486035,0.384764781
18.94736842,1.052631579,360,-0.326482914,0.291682743
20,1.052631579,360,-0.049361074,0.049240805
0,2.105263158,360,-0.158186629,0.154228324
1.052631579,2.105263158,360,-0.024366316,0.024351849
2.105263158,2.105263158,360,0.043632614,-0.043549546
3.157894737,2.105263158,360,0.048257678,-0.048145295
4.210526316,2.105263158,360,0.016556276,-0.016551738
5.263157895,2.105263158,360,-0.00544257,0.005442409
6.315789474,2.105263158,360,0.026925091,-0.026905571
7.368421053,2.105263158,360,0.130937751,-0.128692863
8.421052632,2.105263158,360,0.275058146,-0.254248076
9.473684211,2.105263158,360,0.386394353,-0.328705446
10.52631579,2.105263158,360,0.394726403,-0.333224503
11.57894737,2.105263158,360,0.249442896,-0.23392212
12.63157895,2.105263158,360,-0.061000068,0.060773086
13.68421053,2.105263158,360,-0.417317887,0.344640217
14.73684211,2.105263158,360,-0.653884405,0.37430644
15.78947368,2.105263158,360,-0.751198305,0.327297933
16.84210526,2.105263158,360,-0.749830508,0.328241461
17.89473684,2.105263158,360,-0.67147968,0.368719591
18.94736842,2.105263158,360,-0.525451952,0.380374797
20,2.105263158,360,-0.338553796,0.299749209
0,3.157894737,360,-0.351736305,0.308220042
1.052631579,3.157894737,360,-0.222605171,0.211574403
2.105263158,3.157894737,360,-0.133762783,0.131369435
3.157894737,3.157894737,360,-0.111649932,0.110258137
4.210526316,3.157894737,360,-0.144757067,0.141723739
5.263157895,3.157894737,360,-0.181126711,0.175184507
6.315789474,3.157894737,360,-0.156812131,0.152956114
7.368421053,3.157894737,360,-0.035225313,0.035181605
8.421052632,3.157894737,360,0.156123234,-0.152317814
9.473684211,3.157894737,360,0.321962256,-0.288587747
10.52631579,3.157894737,360,0.37102203,-0.319948122
11.57894737,3.157894737,360,0.255071086,-0.23847584
12.63157895,3.157894737,360,-0.029797346,0.02977089
13.68421053,3.157894737,360,-0.371512349,0.320235685
14.73684211,3.157894737,360,-0.608186375,0.383223911
15.78947368,3.157894737,360,-0.71273014,0.350674453
16.84210526,3.157894737,360,-0.727640336,0.34238355
17.89473684,3.157894737,360,-0.685262581,0.363473686
18.94736842,3.157894737,360,-0.601216342,0.383900028
20,3.157894737,360,-0.485685428,0.37111693
0,4.210526316,360,-0.308165673,0.278900386
1.052631579,4.210526316,360,-0.160488171,0.156354565
2.105263158,4.210526316,360,-0.042932261,0.042853129
3.157894737,4.210526316,360,-0.004747457,0.00474735
4.210526316,4.210526316,360,-0.048159805,0.048048105
5.263157895,4.210526316,360,-0.118653203,0.116982734
6.315789474,4.210526316,360,-0.135357253,0.132877293
7.368421053,4.210526316,360,-0.047227958,0.047122617
8.421052632,4.210526316,360,0.120490832,-0.118741541
9.473684211,4.210526316,360,0.266891344,-0.247880409
10.52631579,4.210526316,360,0.297152165,-0.270913805
11.57894737,4.210526316,360,0.173305877,-0.168100648
12.63157895,4.210526316,360,-0.08379802,0.083209581
13.68421053,4.210526316,360,-0.365588309,0.316725672
14.73684211,4.210526316,360,-0.552570515,0.383851853
15.78947368,4.210526316,360,-0.628085778,0.380311124
16.84210526,4.210526316,360,-0.629503412,0.380047233
17.89473684,4.210526316,360,-0.59087848,0.384580717
18.94736842,4.210526316,360,-0.527422261,0.380706974
20,4.210526316,360,-0.435688183,0.352984026
0,5.263157895,360,-0.0655565,0.065274761
1.052631579,5.263157895,360,0.113339141,-0.111883214
2.105263158,5.263157895,360,0.251563222,-0.235643281
3.157894737,5.263157895,360,0.296866909,-0.27070404
4.210526316,5.263157895,360,0.244399405,-0.229801167
5.263157895,5.263157895,360,0.13866578,-0.135999487
6.315789474,5.263157895,360,0.061609215,-0.061375365
7.368421053,5.263157895,360,0.073661529,-0.07326184
8.421052632,5.263157895,360,0.152439712,-0.148897338
9.473684211,5.263157895,360,0.206178819,-0.197414218
10.52631579,5.263157895,360,0.155980347,-0.152185365
11.57894737,5.263157895,360,-0.010172347,0.010171295
12.63157895,5.263157895,360,-0.234763639,0.221824884
13.68421053,5.263157895,360,-0.423397638,0.347497024
14.73684211,5.263157895,360,-0.517220394,0.378855179
15.78947368,5.263157895,360,-0.520733455,0.379529637
16.84210526,5.263157895,360,-0.469810722,0.366113106
17.89473684,5.263157895,360,-0.400724047,0.336375875
18.94736842,5.263157895,360,-0.324010591,0.289995031
20,5.263157895,360,-0.219100309,0.20858241
0,6.315789474,360,0.209755673,-0.20052696
1.052631579,6.315789474,360,0.395049775,-0.333396599
2.105263158,6.315789474,360,0.524880608,-0.380276183
3.157894737,6.315789474,360,0.567826,-0.384743926
4.210526316,6.315789474,360,0.524872757,-0.380274821
5.263157895,6.315789474,360,0.420345668,-0.34607459
6.315789474,6.315789474,360,0.3084588,-0.279109923
7.368421053,6.315789474,360,0.241231997,-0.227194013
8.421052632,6.315789474,360,0.204996106,-0.196381472
9.473684211,6.315789474,360,0.128462687,-0.126342711
10.52631579,6.315789474,360,-0.035378998,0.035334715
11.57894737,6.315789474,360,-0.250713676,0.234954479
12.63157895,6.315789474,360,-0.434659451,0.352539746
13.68421053,6.315789474,360,-0.532800915,0.381551088
