x,u,t
-4.764529058116233,4.417432338140044e-09,1.9000000000000001
-4.734468937875752,5.760072456801458e-09,1.9000000000000001
-4.7044088176352705,7.498198051339075e-09,1.9000000000000001
-4.674348697394789,9.744437646251552e-09,1.9000000000000001
-4.644288577154309,1.2642342727483463e-08,1.9000000000000001
-4.614228456913828,1.6374544801893032e-08,1.9000000000000001
-4.584168336673347,2.117297095708216e-08,1.9000000000000001
-4.554108216432866,2.7331612193012546e-08,1.9000000000000001
-4.524048096192384,3.522245090700185e-08,1.9000000000000001
-4.493987975951904,4.5315289805583564e-08,1.9000000000000001
-4.4639278557114235,5.8202388838907623e-08,1.9000000000000001
-4.433867735470942,7.462901497173392e-08,1.9000000000000001
-4.403807615230461,9.553124812626742e-08,1.9000000000000001
-4.3737474949899795,1.220826729412518e-07,1.9000000000000001
-4.343687374749499,1.5575192880531746e-07,1.9000000000000001
-4.313627254509019,1.9837350005657493e-07,1.9000000000000001
-4.283567134268537,2.522346159944753e-07,1.9000000000000001
-4.253507014028056,3.201817099069159e-07,1.9000000000000001
-4.223446893787575,4.0575057315631633e-07,1.9000000000000001
-4.193386773547094,5.13325152200292e-07,1.9000000000000001
-4.163326653306614,6.483308934199275e-07,1.9000000000000001
-4.1332665330661325,8.174696656823948e-07,1.9000000000000001
-4.103206412825651,1.029004609537033e-06,1.9000000000000001
-4.073146292585171,1.2931048039236607e-06,1.9000000000000001
-4.043086172344689,1.6222614388222422e-06,1.9000000000000001
-4.013026052104209,2.0317892716658707e-06,1.9000000000000001
-3.9829659318637276,2.5404295667625196e-06,1.9000000000000001
-3.9529058116232467,3.1710735146999095e-06,1.9000000000000001
-3.922845691382766,3.951628351219526e-06,1.9000000000000001
-3.8927855711422845,4.916052095064681e-06,1.9000000000000001
-3.8627254509018036,6.105587058754178e-06,1.9000000000000001
-3.8326653306613228,7.570227116053715e-06,1.9000000000000001
-3.802605210420842,9.370459199760614e-06,1.9000000000000001
-3.772545090180361,1.157932572112556e-05,1.9000000000000001
-3.74248496993988,1.4284861618103192e-05,1.9000000000000001
-3.712424849699399,1.7592967625382533e-05,1.9000000000000001
-3.682364729458918,2.163079018661308e-05,1.9000000000000001
-3.652304609218437,2.655068826855807e-05,1.9000000000000001
-3.622244488977956,3.253487825432114e-05,1.9000000000000001
-3.5921843687374753,3.980086014786613e-05,1.9000000000000001
-3.562124248496994,4.860774156420131e-05,1.9000000000000001
-3.532064128256513,5.926359044387357e-05,1.9000000000000001
-3.502004008016032,7.213396313234767e-05,1.9000000000000001
-3.4719438877755513,8.765177139424819e-05,1.9000000000000001
-3.44188376753507,0.00010632867004598436,1.9000000000000001
-3.4118236472945895,0.0001287681661026312,1.9000000000000001
-3.381763527054108,0.0001556806705082701,1.9000000000000001
-3.3517034068136278,0.00018790073445060207,1.9000000000000001
-3.3216432865731464,0.0002264067336684767,1.9000000000000001
-3.291583166332665,0.00027234328566670175,1.9000000000000001
-3.2615230460921847,0.00032704670586196935,1.9000000000000001
-3.2314629258517034,0.000392073828764504,1.9000000000000001
-3.201402805611223,0.00046923453855573344,1.9000000000000001
-3.1713426853707416,0.0005606283688637482,1.9000000000000001
-3.1412825651302603,0.0006686855429514447,1.9000000000000001
-3.11122244488978,0.0007962128314427958,1.9000000000000001
-3.0811623246492985,0.0009464446033485226,1.9000000000000001
-3.051102204408818,0.0011230994354041392,1.9000000000000001
-3.0210420841683367,0.0013304426221147677,1.9000000000000001
-2.9909819639278563,0.0015733548915121663,1.9000000000000001
-2.960921843687375,0.0018574075761243923,1.9000000000000001
-2.9308617234468937,0.002188944411224715,1.9000000000000001
-2.9008016032064132,0.0025751700287792757,1.9000000000000001
-2.870741482965932,0.0030242450809161068,1.9000000000000001
-2.8406813627254515,0.0035453877560584607,1.9000000000000001
-2.81062124248497,0.004148981238677029,1.9000000000000001
-2.780561122244489,0.004846686404367637,1.9000000000000001
-2.7505010020040084,0.005651558730227825,1.9000000000000001
-2.720440881763527,0.006578168031340358,1.9000000000000001
-2.6903807615230466,0.007642719203583509,1.9000000000000001
-2.6603206412825653,0.008863171658565153,1.9000000000000001
-2.630260521042084,0.010259354578173148,1.9000000000000001
-2.6002004008016035,0.011853074497323294,1.9000000000000001
-2.570140280561122,0.013668211051693054,1.9000000000000001
-2.5400801603206418,0.01573079601600353,1.9000000000000001
-2.5100200400801604,0.018069070028297395,1.9000000000000001
-2.479959919839679,0.020713510675675114,1.9000000000000001
-2.4498997995991987,0.02369682494584103,1.9000000000000001
-2.4198396793587174,0.02705389847598817,1.9000000000000001
-2.389779559118237,0.030821693616477852,1.9000000000000001
-2.3597194388777556,0.03503908814248255,1.9000000000000001
-2.329659318637275,0.03974664657219409,1.9000000000000001
-2.299599198396794,0.044986316570980095,1.9000000000000001
-2.2695390781563125,0.050801043923247136,1.9000000000000001
-2.239478957915832,0.057234301117489235,1.9000000000000001
-2.2094188376753507,0.06432952677911956,1.9000000000000001
-2.1793587174348703,0.07212947603755661,1.9000000000000001
-2.149298597194389,0.08067548542715403,1.9000000000000001
-2.1192384769539077,0.09000666004328567,1.9000000000000001
-2.089178356713427,0.10015899529065293,1.9000000000000001
-2.059118236472946,0.11116445048671739,1.9000000000000001
-2.0290581162324655,0.1230499965638148,1.9000000000000001
-1.9989979959919841,0.13583666482804974,1.9000000000000001
-1.9689378757515028,0.14953862780973562,1.9000000000000001
-1.9388777555110224,0.1641623462810449,1.9000000000000001
-1.908817635270541,0.17970581813159972,1.9000000000000001
-1.8787575150300606,0.19615796464060684,1.9000000000000001
-1.8486973947895793,0.21349818751598795,1.9000000000000001
-1.8186372745490988,0.23169612577176663,1.9000000000000001
-1.7885771543086175,0.25071163513605316,1.9000000000000001
-1.7585170340681362,0.27049500445858143,1.9000000000000001
-1.7284569138276558,0.29098741393602945,1.9000000000000001
-1.6983967935871744,0.3121216294701941,1.9000000000000001
-1.668336673346694,0.3338229168057699,1.9000000000000001
-1.6382765531062127,0.3560101489983883,1.9000000000000001
-1.6082164328657313,0.3785970719553139,1.9000000000000001
-1.578156312625251,0.4014936858924744,1.9000000000000001
-1.5480961923847696,0.42460769602751935,1.9000000000000001
-1.5180360721442892,0.44784598394343894,1.9000000000000001
-1.4879759519038078,0.47111605185301547,1.9000000000000001
-1.4579158316633265,0.4943273952960484,1.9000000000000001
-1.427855711422846,0.517392765245614,1.9000000000000001
-1.3977955911823647,0.5402292876824618,1.9000000000000001
-1.3677354709418843,0.5627594168315398,1.9000000000000001
-1.337675350701403,0.5849117068340262,1.9000000000000001
-1.3076152304609217,0.6066213950798077,1.9000000000000001
-1.2775551102204412,0.627830798257228,1.9000000000000001
-1.24749498997996,0.6484895290083591,1.9000000000000001
-1.2174348697394795,0.6685545466541667,1.9000000000000001
-1.1873747494989981,0.6879900596459458,1.9000000000000001
-1.1573146292585177,0.7067673001928477,1.9000000000000001
-1.1272545090180364,0.7248641929900186,1.9000000000000001
-1.097194388777555,0.742264940277627,1.9000000000000001
-1.0671342685370746,0.7589595447920433,1.9000000000000001
-1.0370741482965933,0.7749432907418681,1.9000000000000001
-1.0070140280561128,0.7902162009695826,1.9000000000000001
-0.9769539078156315,0.8047824861462614,1.9000000000000001
-0.9468937875751502,0.8186499993694297,1.9000000000000001
-0.9168336673346698,0.831829707039595,1.9000000000000001
-0.8867735470941884,0.8443351844935761,1.9000000000000001
-0.856713426853708,0.856182142655156,1.9000000000000001
-0.8266533066132267,0.8673879899797315,1.9000000000000001
-0.7965931863727453,0.8779714322489014,1.9000000000000001
-0.7665330661322649,0.8879521113227682,1.9000000000000001
-0.7364729458917836,0.8973502827763867,1.9000000000000001
-0.7064128256513031,0.9061865314156623,1.9000000000000001
-0.6763527054108218,0.9144815229634212,1.9000000000000001
-0.6462925851703414,0.9222557897007627,1.9000000000000001
-0.6162324649298601,0.9295295475131153,1.9000000000000001
-0.5861723446893787,0.9363225415959979,1.9000000000000001
-0.5561122244488983,0.942653917995331,1.9000000000000001
-0.526052104208417,0.9485421181667029,1.9000000000000001
-0.49599198396793653,0.9540047938156407,1.9000000000000001
-0.4659318637274552,0.959058739408088,1.9000000000000001
-0.4358717434869739,0.9637198399014109,1.9000000000000001
-0.40581162324649345,0.9680030314286212,1.9000000000000001
-0.3757515030060121,0.9719222728620024,1.9000000000000001
-0.3456913827655317,0.9754905263791156,1.9000000000000001
-0.31563126252505036,0.9787197453483445,1.9000000000000001
-0.28557114228456904,0.9816208680384988,1.9000000000000001
-0.2555110220440886,0.9842038158346645,1.9000000000000001
-0.22545090180360727,0.9864774948087013,1.9000000000000001
-0.19539078156312684,0.9884497996466783,1.9000000000000001
-0.1653306613226455,0.9901276190769169,1.9000000000000001
-0.1352705410821642,0.9915168420714962,1.9000000000000001
-0.10521042084168375,0.9926223642118388,1.9000000000000001
-0.07515030060120242,0.993448093716317,1.9000000000000001
-0.04509018036072199,0.9939969567259707,1.9000000000000001
-0.015030060120240663,0.9942709015347563,1.9000000000000001
0.015030060120239774,0.9942709015347563,1.9000000000000001
0.0450901803607211,0.9939969567259707,1.9000000000000001
0.07515030060120242,0.993448093716317,1.9000000000000001
0.10521042084168286,0.9926223642118388,1.9000000000000001
0.1352705410821642,0.9915168420714962,1.9000000000000001
0.16533066132264462,0.990127619076917,1.9000000000000001
0.19539078156312595,0.9884497996466785,1.9000000000000001
0.22545090180360727,0.9864774948087014,1.9000000000000001
0.2555110220440877,0.9842038158346647,1.9000000000000001
0.28557114228456904,0.9816208680384989,1.9000000000000001
0.31563126252504947,0.9787197453483446,1.9000000000000001
0.3456913827655308,0.9754905263791157,1.9000000000000001
0.3757515030060121,0.9719222728620025,1.9000000000000001
0.40581162324649256,0.9680030314286213,1.9000000000000001
0.4358717434869739,0.963719839901411,1.9000000000000001
0.4659318637274543,0.9590587394080881,1.9000000000000001
0.49599198396793565,0.9540047938156409,1.9000000000000001
0.5260521042084161,0.9485421181667031,1.9000000000000001
0.5561122244488974,0.9426539179953313,1.9000000000000001
0.5861723446893787,0.936322541595998,1.9000000000000001
0.6162324649298601,0.9295295475131155,1.9000000000000001
0.6462925851703396,0.9222557897007629,1.9000000000000001
0.6763527054108209,0.9144815229634214,1.9000000000000001
0.7064128256513023,0.9061865314156624,1.9000000000000001
0.7364729458917836,0.897350282776387,1.9000000000000001
0.7665330661322649,0.8879521113227685,1.9000000000000001
0.7965931863727445,0.8779714322489016,1.9000000000000001
0.8266533066132258,0.8673879899797319,1.9000000000000001
0.8567134268537071,0.8561821426551562,1.9000000000000001
0.8867735470941884,0.8443351844935764,1.9000000000000001
0.9168336673346698,0.8318297070395954,1.9000000000000001
0.9468937875751493,0.8186499993694301,1.9000000000000001
0.9769539078156306,0.8047824861462617,1.9000000000000001
1.007014028056112,0.7902162009695829,1.9000000000000001
1.0370741482965933,0.7749432907418684,1.9000000000000001
1.0671342685370746,0.7589595447920436,1.9000000000000001
1.0971943887775542,0.7422649402776273,1.9000000000000001
1.1272545090180355,0.7248641929900189,1.9000000000000001
1.1573146292585168,0.7067673001928481,1.9000000000000001
1.1873747494989981,0.6879900596459462,1.9000000000000001
1.2174348697394795,0.6685545466541669,1.9000000000000001
1.247494989979959,0.6484895290083594,1.9000000000000001
1.2775551102204403,0.6278307982572283,1.9000000000000001
1.3076152304609217,0.6066213950798081,1.9000000000000001
1.337675350701403,0.5849117068340265,1.9000000000000001
1.3677354709418843,0.5627594168315402,1.9000000000000001
1.3977955911823639,0.5402292876824621,1.9000000000000001
1.4278557114228452,0.5173927652456143,1.9000000000000001
1.4579158316633265,0.49432739529604874,1.9000000000000001
1.4879759519038078,0.47111605185301586,1.9000000000000001
1.5180360721442874,0.44784598394343933,1.9000000000000001
1.5480961923847687,0.42460769602751974,1.9000000000000001
1.57815631262525,0.4014936858924748,1.9000000000000001
1.6082164328657313,0.37859707195531433,1.9000000000000001
1.6382765531062127,0.3560101489983887,1.9000000000000001
1.6683366733466922,0.3338229168057703,1.9000000000000001
1.6983967935871735,0.3121216294701945,1.9000000000000001
1.7284569138276549,0.2909874139360299,1.9000000000000001
1.7585170340681362,0.2704950044585818,1.9000000000000001
1.7885771543086175,0.25071163513605355,1.9000000000000001
1.818637274549097,0.231696125771767,1.9000000000000001
1.8486973947895784,0.2134981875159883,1.9000000000000001
1.8787575150300597,0.1961579646406072,1.9000000000000001
1.908817635270541,0.17970581813160005,1.9000000000000001
1.9388777555110224,0.16416234628104523,1.9000000000000001
1.968937875751502,0.14953862780973592,1.9000000000000001
1.9989979959919832,0.13583666482805,1.9000000000000001
2.0290581162324646,0.12304999656381503,1.9000000000000001
2.059118236472946,0.1111644504867176,1.9000000000000001
2.089178356713427,0.10015899529065311,1.9000000000000001
2.1192384769539068,0.09000666004328584,1.9000000000000001
2.149298597194388,0.08067548542715419,1.9000000000000001
2.1793587174348694,0.07212947603755675,1.9000000000000001
2.2094188376753507,0.06432952677911967,1.9000000000000001
2.239478957915832,0.05723430111748934,1.9000000000000001
2.2695390781563116,0.05080104392324723,1.9000000000000001
2.299599198396793,0.044986316570980185,1.9000000000000001
2.3296593186372743,0.03974664657219417,1.9000000000000001
2.3597194388777556,0.035039088142482626,1.9000000000000001
2.389779559118237,0.030821693616477925,1.9000000000000001
2.4198396793587165,0.027053898475988235,1.9000000000000001
2.449899799599198,0.023696824945841088,1.9000000000000001
2.479959919839679,0.020713510675675163,1.9000000000000001
2.5100200400801604,0.018069070028297433,1.9000000000000001
2.5400801603206418,0.01573079601600357,1.9000000000000001
2.5701402805611213,0.013668211051693085,1.9000000000000001
2.6002004008016026,0.01185307449732332,1.9000000000000001
2.630260521042084,0.010259354578173169,1.9000000000000001
2.6603206412825653,0.008863171658565172,1.9000000000000001
2.690380761523045,0.007642719203583527,1.9000000000000001
2.720440881763526,0.006578168031340374,1.9000000000000001
2.7505010020040075,0.00565155873022784,1.9000000000000001
2.780561122244489,0.004846686404367652,1.9000000000000001
2.81062124248497,0.004148981238677042,1.9000000000000001
2.8406813627254497,0.0035453877560584724,1.9000000000000001
2.870741482965931,0.003024245080916117,1.9000000000000001
2.9008016032064123,0.0025751700287792844,1.9000000000000001
2.9308617234468937,0.0021889444112247235,1.9000000000000001
2.960921843687375,0.0018574075761243992,1.9000000000000001
2.9909819639278545,0.0015733548915121721,1.9000000000000001
3.021042084168336,0.0013304426221147727,1.9000000000000001
3.051102204408817,0.0011230994354041433,1.9000000000000001
3.0811623246492985,0.0009464446033485259,1.9000000000000001
3.11122244488978,0.0007962128314427988,1.9000000000000001
3.1412825651302594,0.0006686855429514473,1.9000000000000001
3.1713426853707407,0.0005606283688637504,1.9000000000000001
3.201402805611222,0.0004692345385557353,1.9000000000000001
3.2314629258517034,0.00039207382876450564,1.9000000000000001
3.2615230460921847,0.00032704670586197065,1.9000000000000001
3.2915831663326642,0.00027234328566670284,1.9000000000000001
3.3216432865731456,0.00022640673366847755,1.9000000000000001
3.351703406813627,0.00018790073445060273,1.9000000000000001
3.381763527054108,0.0001556806705082706,1.9000000000000001
3.4118236472945895,0.00012876816610263162,1.9000000000000001
3.441883767535069,0.00010632867004598468,1.9000000000000001
3.4719438877755504,8.765177139424846e-05,1.9000000000000001
3.5020040080160317,7.213396313234789e-05,1.9000000000000001
3.532064128256513,5.926359044387376e-05,1.9000000000000001
3.5621242484969944,4.860774156420149e-05,1.9000000000000001
3.592184368737474,3.9800860147866275e-05,1.9000000000000001
3.6222444889779553,3.253487825432126e-05,1.9000000000000001
3.6523046092184366,2.6550688268558183e-05,1.9000000000000001
3.682364729458918,2.1630790186613168e-05,1.9000000000000001
3.7124248496993992,1.7592967625382608e-05,1.9000000000000001
3.742484969939879,1.4284861618103251e-05,1.9000000000000001
3.77254509018036,1.1579325721125609e-05,1.9000000000000001
3.8026052104208414,9.370459199760654e-06,1.9000000000000001
3.8326653306613228,7.570227116053749e-06,1.9000000000000001
3.8627254509018023,6.105587058754206e-06,1.9000000000000001
3.8927855711422836,4.916052095064703e-06,1.9000000000000001
3.922845691382765,3.951628351219544e-06,1.9000000000000001
3.9529058116232463,3.1710735146999248e-06,1.9000000000000001
3.9829659318637276,2.540429566762532e-06,1.9000000000000001
4.013026052104207,2.03178927166588e-06,1.9000000000000001
4.0430861723446885,1.62226143882225e-06,1.9000000000000001
4.07314629258517,1.293104803923667e-06,1.9000000000000001
4.103206412825651,1.0290046095370385e-06,1.9000000000000001
4.1332665330661325,8.174696656823989e-07,1.9000000000000001
4.163326653306612,6.483308934199309e-07,1.9000000000000001
4.193386773547093,5.133251522002948e-07,1.9000000000000001
4.223446893787575,4.057505731563185e-07,1.9000000000000001
4.253507014028056,3.2018170990691755e-07,1.9000000000000001
4.283567134268537,2.5223461599447665e-07,1.9000000000000001
4.313627254509017,1.9837350005657594e-07,1.9000000000000001
4.343687374749498,1.5575192880531822e-07,1.9000000000000001
4.3737474949899795,1.2208267294125242e-07,1.9000000000000001
4.403807615230461,9.55312481262679e-08,1.9000000000000001
4.433867735470942,7.462901497173429e-08,1.9000000000000001
4.463927855711422,5.82023888389079e-08,1.9000000000000001
4.493987975951903,4.531528980558379e-08,1.9000000000000001
4.524048096192384,3.5222450907002033e-08,1.9000000000000001
4.554108216432866,2.7331612193012694e-08,1.9000000000000001
4.584168336673347,2.1172970957082268e-08,1.9000000000000001
4.6142284569138265,1.6374544801893115e-08,1.9000000000000001
4.644288577154308,1.264234272748353e-08,1.9000000000000001
4.674348697394789,9.744437646251602e-09,1.9000000000000001
4.7044088176352705,7.498198051339113e-09,1.9000000000000001
4.734468937875752,5.7600724568014875e-09,1.9000000000000001
4.764529058116231,4.417432338140068e-09,1.9000000000000001
4.794589178356713,3.382071571522124e-09,1.9000000000000001
4.824649298597194,2.5850361308595704e-09,1.9000000000000001
4.854709418837675,1.9725198615677926e-09,1.9000000000000001
4.884769539078157,1.5026128676275412e-09,1.9000000000000001
4.914829659318636,1.1427304014091522e-09,1.9000000000000001
4.944889779559118,8.675837853214191e-10,1.9000000000000001
4.974949899799599,6.57582196928469e-10,1.9000000000000001
5.00501002004008,4.975762582313133e-10,1.9000000000000001
5.03507014028056,3.7587223288745376e-10,1.9000000000000001
5.065130260521041,2.834600353202787e-10,1.9000000000000001
5.095190380761522,2.1340983839032227e-10,1.9000000000000001
5.125250501002004,1.6040136216397236e-10,1.9000000000000001
5.155310621242485,1.2035737038701016e-10,1.9000000000000001
5.185370741482965,9.015884936674303e-11,1.9000000000000001
5.215430861723446,6.742408635219336e-11,1.9000000000000001
5.245490981963927,5.033763737152484e-11,1.9000000000000001
5.275551102204409,3.7518169557913374e-11,1.9000000000000001
5.30561122244489,2.791653550243945e-11,1.9000000000000001
5.3356713426853695,2.0737312498981437e-11,1.9000000000000001
5.365731462925851,1.537851871982926e-11,1.9000000000000001
5.395791583166332,1.13853825897535e-11,1.9000000000000001
5.425851703406813,8.414956030695986e-12,1.9000000000000001
5.455911823647295,6.209078924714832e-12,1.9000000000000001
5.485971943887774,4.573762667307077e-12,1.9000000000000001
5.516032064128256,3.3634981629252485e-12,1.9000000000000001
5.546092184368737,2.469334348736482e-12,1.9000000000000001
5.576152304609218,1.809838165249562e-12,1.9000000000000001
5.6062124248497,1.3242523054362173e-12,1.9000000000000001
5.636272545090179,9.673260707607287e-13,1.9000000000000001
5.6663326653306605,7.054174787180878e-13,1.9000000000000001
5.696392785571142,5.135594408771527e-13,1.9000000000000001
5.726452905811623,3.7325566237346846e-13,1.9000000000000001
5.7565130260521045,2.708278285538091e-13,1.9000000000000001
5.786573146292584,1.961784844002466e-13,1.9000000000000001
5.816633266533065,1.4186676839175982e-13,1.9000000000000001
5.846693386773547,1.0241915765919508e-13,1.9000000000000001
5.876753507014028,7.381641603426493e-14,1.9000000000000001
5.906813627254509,5.311240314596231e-14,1.9000000000000001
5.936873747494989,3.8151375400889095e-14,1.9000000000000001
5.96693386773547,2.7358715697557574e-14,1.9000000000000001
5.9969939879759515,1.9586303621894306e-14,1.9000000000000001
6.027054108216433,1.3998468914019764e-14,1.9000000000000001
6.057114228456914,9.98803095947754e-15,1.9000000000000001
6.087174348697394,7.11460052286831e-15,1.9000000000000001
6.117234468937875,5.0593237020655925e-15,1.9000000000000001
6.147294589178356,3.591746941840972e-15,1.9000000000000001
6.177354709418838,2.5456009270912233e-15,1.9000000000000001
6.207414829659317,1.8011349191634975e-15,1.9000000000000001
6.237474949899799,1.2722530985767878e-15,1.9000000000000001
6.26753507014028,8.971646303414053e-16,1.9000000000000001
6.297595190380761,6.316000201226377e-16,1.9000000000000001
6.3276553106212425,4.438983201401754e-16,1.9000000000000001
6.357715430861722,3.1145567791835717e-16,1.9000000000000001
6.387775551102203,2.1816264899279055e-16,1.9000000000000001
6.417835671342685,1.5255833793281363e-16,1.9000000000000001
6.447895791583166,1.0650326293801351e-16,1.9000000000000001
6.477955911823647,7.422689654514114e-17,1.9000000000000001
6.508016032064127,5.164533835470747e-17,1.9000000000000001
6.538076152304608,3.587338809673695e-17,1.9000000000000001
6.56813627254509,2.4876261863785986e-17,1.9000000000000001
6.598196392785571,1.722143388991693e-17,1.9000000000000001
6.628256513026052,1.1902137774359887e-17,1.9000000000000001
6.658316633266532,8.212060177011937e-18,1.9000000000000001
6.688376753507013,5.6565387827943035e-18,1.9000000000000001
6.718436873747494,3.889743120434937e-18,1.9000000000000001
6.748496993987976,2.6703155838324557e-18,1.9000000000000001
6.778557114228457,1.8301040675053706e-18,1.9000000000000001
6.808617234468937,1.2521619992215967e-18,1.9000000000000001
6.838677354709418,8.552967080253342e-19,1.9000000000000001
6.868737474949899,5.832364237004694e-19,1.9000000000000001
6.898797595190381,3.970489400291373e-19,1.9000000000000001
6.928857715430862,2.6984539573258573e-19,1.9000000000000001
6.9589178356713415,1.8308701572761894e-19,1.9000000000000001
6.988977955911823,1.2401425552970637e-19,1.9000000000000001
7.019038076152304,8.38604358217091e-20,1.9000000000000001
7.0490981963927855,5.661269439833782e-20,1.9000000000000001
7.079158316633267,3.815409571164937e-20,1.9000000000000001
7.109218436873746,2.5670702618166424e-20,1.9000000000000001
7.139278557114228,1.7242503924430413e-20,1.9000000000000001
7.169338677354709,1.1561687621637937e-20,1.9000000000000001
7.19939879759519,7.738958719436017e-21,1.9000000000000001
7.229458917835672,5.170618475548251e-21,1.9000000000000001
7.259519038076151,3.447498650107443e-21,1.9000000000000001
7.2895791583166325,2.2926721215583894e-21,1.9000000000000001
7.319639278557114,1.5189074438071318e-21,1.9000000000000001
7.349699398797595,9.996382688897814e-22,1.9000000000000001
7.379759519038075,6.491559997583649e-22,1.9000000000000001
7.409819639278556,4.0906877817472543e-22,1.9000000000000001
7.439879759519037,2.389850902123912e-22,1.9000000000000001
7.469939879759519,1.100026687614241e-22,1.9000000000000001
7.5,0.0,1.9000000000000001
-7.5,0.0,2.0
-7.469939879759519,1.46447753314094e-22,2.0
-7.439879759519038,3.179737846422783e-22,2.0
-7.409819639278557,5.437753617507815e-22,2.0
-7.3797595190380765,8.619344863306979e-22,2.0
-7.349699398797595,1.3255739560439674e-21,2.0
-7.319639278557114,2.0113546842446087e-21,2.0
-7.289579158316633,3.0316125265971785e-21,2.0
-7.259519038076152,4.551969011471337e-21,2.0
-7.229458917835672,6.817050310935935e-21,2.0
-7.19939879759519,1.0188123425512183e-20,2.0
-7.169338677354709,1.519816926432656e-20,2.0
-7.1392785571142285,2.2632391858000292e-20,2.0
-7.109218436873747,3.364574540000138e-20,2.0
-7.079158316633267,4.9934223941690367e-20,2.0
-7.0490981963927855,7.398408388432122e-20,2.0
-7.019038076152305,1.0943382688944754e-19,2.0
-6.988977955911824,1.6159903811995616e-19,2.0
-6.958917835671342,2.38232004611019e-19,2.0
-6.928857715430862,3.506191936567429e-19,2.0
-6.898797595190381,5.151640520575887e-19,2.0
-6.8687374749499,7.556656908321288e-19,2.0
-6.838677354709419,1.1065935779866641e-18,2.0
-6.8086172344689375,1.6177852273905886e-18,2.0
-6.778557114228457,2.3611732507738284e-18,2.0
-6.748496993987976,3.440401295636988e-18,2.0
-6.718436873747495,5.004545000078147e-18,2.0
-6.688376753507014,7.267655491710346e-18,2.0
-6.658316633266534,1.053654660640106e-17,2.0
-6.628256513026052,1.5250232634206126e-17,2.0
-6.598196392785571,2.2035801422736337e-17,2.0
-6.5681362725450905,3.17874306715676e-17,2.0
-6.538076152304609,4.57779337063667e-17,2.0
-6.508016032064129,6.581594466595366e-17,2.0
-6.477955911823647,9.446701993986558e-17,2.0
-6.447895791583166,1.3536408868469156e-16,2.0
-6.417835671342686,1.9364257726832255e-16,2.0
-6.387775551102204,2.765491806772672e-16,2.0
-6.357715430861724,3.9429204874388694e-16,2.0
-6.3276553106212425,5.612259879732101e-16,2.0
-6.297595190380761,7.975017185975819e-16,2.0
-6.267535070140281,1.1313567503110529e-15,2.0
-6.2374749498997994,1.602291753091523e-15,2.0
-6.207414829659319,2.2654667494614244e-15,2.0
-6.177354709418838,3.1977745900393447e-15,2.0
-6.147294589178356,4.506216484220957e-15,2.0
-6.117234468937876,6.339431251566842e-15,2.0
-6.087174348697395,8.903537062205124e-15,2.0
-6.057114228456914,1.2483859296663614e-14,2.0
-6.027054108216433,1.7474677502347285e-14,2.0
-5.9969939879759515,2.4419877110476617e-14,2.0
-5.966933867735471,3.4068402460883235e-14,2.0
-5.93687374749499,4.744976268516601e-14,2.0
-5.906813627254509,6.597665471503267e-14,2.0
-5.876753507014028,9.158418797583776e-14,2.0
-5.846693386773547,1.2691842049686295e-13,2.0
-5.816633266533066,1.755912054306306e-13,2.0
-5.786573146292586,2.425240401533727e-13,2.0
-5.7565130260521045,3.344111517999124e-13,2.0
-5.726452905811623,4.603420236605353e-13,2.0
-5.696392785571142,6.326367224113493e-13,2.0
-5.666332665330661,8.67964709500227e-13,2.0
-5.636272545090181,1.188840586035046e-12,2.0
-5.6062124248497,1.6256200793269946e-12,2.0
-5.576152304609218,2.2191586620041634e-12,2.0
-5.546092184368738,3.024346247841322e-12,2.0
-5.5160320641282565,4.114797963941952e-12,2.0
-5.485971943887776,5.589067588296459e-12,2.0
-5.455911823647295,7.578862666755809e-12,2.0
-5.425851703406813,1.0259885995446955e-11,2.0
-5.395791583166332,1.3866116520067933e-11,2.0
-5.365731462925852,1.8708585775782604e-11,2.0
-5.335671342685371,2.5200019014210984e-11,2.0
-5.30561122244489,3.38871124358457e-11,2.0
-5.275551102204409,4.5492733843665324e-11,2.0
-5.245490981963928,6.097099427694567e-11,2.0
-5.215430861723447,8.1578981398742e-11,2.0
-5.185370741482966,1.0897002004859482e-10,2.0
-5.155310621242485,1.453146920712014e-10,2.0
-5.125250501002004,1.9345758200072754e-10,2.0
-5.095190380761523,2.57119911720907e-10,2.0
-5.065130260521042,3.41161003014101e-10,2.0
-5.0350701402805615,4.519150072191424e-10,2.0
-5.00501002004008,5.976237456716156e-10,2.0
-4.974949899799599,7.889920347978497e-10,2.0
-4.9448897795591185,1.0398987983639171e-09,2.0
-4.914829659318638,1.368305931169197e-09,2.0
-4.884769539078157,1.797417683265735e-09,2.0
-4.854709418837675,2.357156782130183e-09,2.0
-4.824649298597194,3.0860402118789616e-09,2.0
-4.794589178356714,4.0335582644841035e-09,2.0
-4.764529058116233,5.263186065860658e-09,2.0
-4.734468937875752,6.856188344829893e-09,2.0
-4.7044088176352705,8.916417063388057e-09,2.0
-4.674348697394789,1.1576349234901908e-08,2.0
-4.644288577154309,1.5004670707926865e-08,2.0
-4.614228456913828,1.941578314091508e-08,2.0
-4.584168336673347,2.5081698523660427e-08,2.0
-4.554108216432866,3.234689160826475e-08,2.0
-4.524048096192384,4.164680928041137e-08,2.0
-4.493987975951904,5.353089170301905e-08,2.0
-4.4639278557114235,6.869114826752917e-08,2.0
-4.433867735470942,8.7997558180771e-08,2.0
-4.403807615230461,1.1254183814155272e-07,2.0
