x,u,t
-6.057114228456914,1.1936972665276692e-16,0.0
-6.027054108216433,1.7162851574845714e-16,0.0
-5.9969939879759515,2.4632026610321698e-16,0.0
-5.966933867735471,3.5287939030046177e-16,0.0
-5.93687374749499,5.0462399169119785e-16,0.0
-5.906813627254509,7.203191249051841e-16,0.0
-5.876753507014028,1.0263546341206894e-15,0.0
-5.846693386773547,1.4597732468177024e-15,0.0
-5.816633266533066,2.072472627671274e-15,0.0
-5.786573146292586,2.9370250932664234e-15,0.0
-5.7565130260521045,4.154721920316715e-15,0.0
-5.726452905811623,5.866670759263907e-15,0.0
-5.696392785571142,8.269074813465911e-15,0.0
-5.666332665330661,1.1634228162051342e-14,0.0
-5.636272545090181,1.6339308861795988e-14,0.0
-5.6062124248497,2.290578807069722e-14,0.0
-5.576152304609218,3.205326279839113e-14,0.0
-5.546092184368738,4.477284590074196e-14,0.0
-5.5160320641282565,6.242702034938714e-14,0.0
-5.485971943887776,8.688523149244006e-14,0.0
-5.455911823647295,1.20707642663363e-13,0.0
-5.425851703406813,1.6739366739266723e-13,0.0
-5.395791583166332,2.317174443281923e-13,0.0
-5.365731462925852,3.2017976769832893e-13,0.0
-5.335671342685371,4.4161568515979066e-13,0.0
-5.30561122244489,6.080097514072794e-13,0.0
-5.275551102204409,8.3558771970946e-13,0.0
-5.245490981963928,1.1462754792972956e-12,0.0
-5.215430861723447,1.5696448707113413e-12,0.0
-5.185370741482966,2.1455036489628942e-12,0.0
-5.155310621242485,2.927335901796746e-12,0.0
-5.125250501002004,3.986862978249239e-12,0.0
-5.095190380761523,5.4200776692385145e-12,0.0
-5.065130260521042,7.35521139353848e-12,0.0
-5.0350701402805615,9.963232324194222e-12,0.0
-5.00501002004008,1.3471650419116605e-11,0.0
-4.974949899799599,1.8182634166631703e-11,0.0
-4.9448897795591185,2.4496737359744176e-11,0.0
-4.914829659318638,3.294390977992184e-11,0.0
-4.884769539078157,4.422394514612001e-11,0.0
-4.854709418837675,5.925913040637807e-11,0.0
-4.824649298597194,7.926263654466248e-11,0.0
-4.794589178356714,1.0582717503340961e-10,0.0
-4.764529058116233,1.4103968864130492e-10,0.0
-4.734468937875752,1.8762941584231474e-10,0.0
-4.7044088176352705,2.4915864525882534e-10,0.0
-4.674348697394789,3.3026795979626826e-10,0.0
-4.644288577154309,4.3699088146380083e-10,0.0
-4.614228456913828,5.771567168490926e-10,0.0
-4.584168336673347,7.609052524522863e-10,0.0
-4.554108216432866,1.0013429810082265e-09,0.0
-4.524048096192384,1.3153780246452974e-09,0.0
-4.493987975951904,1.7247801852987611e-09,0.0
-4.4639278557114235,2.2575239920494753e-09,0.0
-4.433867735470942,2.9494867042142e-09,0.0
-4.403807615230461,3.846590538295162e-09,0.0
-4.3737474949899795,5.007499598395457e-09,0.0
-4.343687374749499,6.507007916750756e-09,0.0
-4.313627254509019,8.440286620306763e-09,0.0
-4.283567134268537,1.0928196675986305e-08,0.0
-4.253507014028056,1.4123920283574558e-08,0.0
-4.223446893787575,1.8221220372002473e-08,0.0
-4.193386773547094,2.346470567773512e-08,0.0
-4.163326653306614,3.0162560722521396e-08,0.0
-4.1332665330661325,3.870229819900345e-08,0.0
-4.103206412825651,4.957020875872744e-08,0.0
-4.073146292585171,6.337532337642203e-08,0.0
-4.043086172344689,8.087887024693418e-08,0.0
-4.013026052104209,1.0303040603651426e-07,0.0
-3.9829659318637276,1.310120353683947e-07,0.0
-3.9529058116232467,1.6629240847708568e-07,0.0
-3.922845691382766,2.1069251157624582e-07,0.0
-3.8927855711422845,2.664656450295553e-07,0.0
-3.8627254509018036,3.363944291489635e-07,0.0
-3.8326653306613228,4.2390819555824935e-07,0.0
-3.802605210420842,5.332247237183682e-07,0.0
-3.772545090180361,6.695209785937709e-07,0.0
-3.74248496993988,8.391383087566475e-07,0.0
-3.712424849699399,1.049828487720826e-06,0.0
-3.682364729458918,1.3110480392153237e-06,0.0
-3.652304609218437,1.6343094946431706e-06,0.0
-3.622244488977956,2.0335996041695863e-06,0.0
-3.5921843687374753,2.5258760785023728e-06,0.0
-3.562124248496994,3.131656193742593e-06,0.0
-3.532064128256513,3.875712564235923e-06,0.0
-3.502004008016032,4.7878935956272805e-06,0.0
-3.4719438877755513,5.904088589335349e-06,0.0
-3.44188376753507,7.267360196493805e-06,0.0
-3.4118236472945895,8.929269928593793e-06,0.0
-3.381763527054108,1.0951425735931308e-05,0.0
-3.3517034068136278,1.3407284272820853e-05,0.0
-3.3216432865731464,1.638424438576987e-05,0.0
-3.291583166332665,1.9986072587841697e-05,0.0
-3.2615230460921847,2.4335705813604225e-05,0.0
-3.2314629258517034,2.9578481571328584e-05,0.0
-3.201402805611223,3.5885850700700014e-05,0.0
-3.1713426853707416,4.345963327326481e-05,0.0
-3.1412825651302603,5.2536883695418585e-05,0.0
-3.11122244488978,6.339543673285779e-05,0.0
-3.0811623246492985,7.636021189893333e-05,0.0
-3.051102204408818,9.181035934848965e-05,0.0
-3.0210420841683367,0.00011018733598652791,0.0
-2.9909819639278563,0.00013200400581057074,0.0
-2.960921843687375,0.00015785486340910143,0.0
-2.9308617234468937,0.00018842748386573068,0.0
-2.9008016032064132,0.00022451530587672922,0.0
-2.870741482965932,0.0002670318574615622,0.0
-2.8406813627254515,0.00031702653499197166,0.0
-2.81062124248497,0.00037570204612202466,0.0
-2.780561122244489,0.00044443362528458273,0.0
-2.7505010020040084,0.0005247901264246361,0.0
-2.720440881763527,0.0006185570912455142,0.0
-2.6903807615230466,0.0007277618821158228,0.0
-2.6603206412825653,0.0008547009565804235,0.0
-2.630260521042084,0.001001969344792387,0.0
-2.6002004008016035,0.0011724923717941983,0.0
-2.570140280561122,0.0013695596430969817,0.0
-2.5400801603206418,0.001596861284130124,0.0
-2.5100200400801604,0.0018585263915865153,0.0
-2.479959919839679,0.0021591636172402467,0.0
-2.4498997995991987,0.002503903762291046,0.0
-2.4198396793587174,0.002898444212588448,0.0
-2.389779559118237,0.0033490949921889217,0.0
-2.3597194388777556,0.0038628261546793715,0.0
-2.329659318637275,0.0044473161687504275,0.0
-2.299599198396794,0.005111000886942144,0.0
-2.2695390781563125,0.0058631226147700085,0.0
-2.239478957915832,0.00671377872218461,0.0
-2.2094188376753507,0.007673969161298369,0.0
-2.1793587174348703,0.00875564217447873,0.0
-2.149298597194389,0.009971737396389058,0.0
-2.1192384769539077,0.011336225473667173,0.0
-2.089178356713427,0.012864143248165072,0.0
-2.059118236472946,0.014571623475701475,0.0
-2.0290581162324655,0.01647591798394332,0.0
-1.9989979959919841,0.018595413112326292,0.0
-1.9689378757515028,0.020949636225967565,0.0
-1.9388777555110224,0.023559252056550132,0.0
-1.908817635270541,0.026446047598458196,0.0
-1.8787575150300606,0.029632904280350182,0.0
-1.8486973947895793,0.03314375614318197,0.0
-1.8186372745490988,0.03700353278767597,0.0
-1.7885771543086175,0.04123808590949892,0.0
-1.7585170340681362,0.0458740983208771,0.0
-1.7284569138276558,0.05093897446472747,0.0
-1.6983967935871744,0.05646071156294967,0.0
-1.668336673346694,0.062467750705263475,0.0
-1.6382765531062127,0.0689888073793736,0.0
-1.6082164328657313,0.07605268116723532,0.0
-1.578156312625251,0.08368804458515079,0.0
-1.5480961923847696,0.09192321132602628,0.0
-1.5180360721442892,0.10078588446837661,0.0
-1.4879759519038078,0.11030288554584121,0.0
-1.4579158316633265,0.12049986571957289,0.0
-1.427855711422846,0.13140100065965232,0.0
-1.3977955911823647,0.1430286711156575,0.0
-1.3677354709418843,0.15540313153499458,0.0
-1.337675350701403,0.1685421694642376,0.0
-1.3076152304609217,0.18246075883659377,0.0
-1.2775551102204412,0.19717071060036867,0.0
-1.24749498997996,0.21268032447120344,0.0
-1.2174348697394795,0.2289940458870071,0.0
-1.1873747494989981,0.246112132500993,0.0
-1.1573146292585177,0.2640303347572313,0.0
-1.1272545090180364,0.282739595247288,0.0
-1.097194388777555,0.30222577163888875,0.0
-1.0671342685370746,0.3224693879920685,0.0
-1.0370741482965933,0.3434454192297084,0.0
-1.0070140280561128,0.36512311340372383,0.0
-0.9769539078156315,0.3874658561927117,0.0
-0.9468937875751502,0.4104310817802768,0.0
-0.9168336673346698,0.43397023389589545,0.0
-0.8867735470941884,0.4580287803538974,0.0
-0.856713426853708,0.4825462839046543,0.0
-0.8266533066132267,0.5074565316206604,0.0
-0.7965931863727453,0.532687724385819,0.0
-0.7665330661322649,0.5581627273475062,0.0
-0.7364729458917836,0.5837993814377327,0.0
-0.7064128256513031,0.6095108752832173,0.0
-0.6763527054108218,0.635206176016609,0.0
-0.6462925851703414,0.6607905166854046,0.0
-0.6162324649298601,0.6861659371448644,0.0
-0.5861723446893787,0.7112318745300383,0.0
-0.5561122244488983,0.7358857986435934,0.0
-0.526052104208417,0.7600238868836429,0.0
-0.49599198396793653,0.7835417326818229,0.0
-0.4659318637274552,0.806335080838103,0.0
-0.4358717434869739,0.8283005826356583,0.0
-0.40581162324649345,0.8493365632057359,0.0
-0.3757515030060121,0.8693437932962842,0.0
-0.3456913827655317,0.8882262573850829,0.0
-0.31563126252505036,0.9058919099723143,0.0
-0.28557114228456904,0.9222534118912058,0.0
-0.2555110220440886,0.937228838589133,0.0
-0.22545090180360727,0.9507423525540416,0.0
-0.19539078156312684,0.9627248323893586,0.0
-0.1653306613226455,0.9731144514701464,0.0
-0.1352705410821642,0.9818571996380883,0.0
-0.10521042084168375,0.9889073420057111,0.0
-0.07515030060120242,0.9942278096324959,0.0
-0.04509018036072199,0.9977905175977151,0.0
-0.015030060120240663,0.9995766068165922,0.0
0.015030060120239774,0.9995766068165922,0.0
0.0450901803607211,0.9977905175977152,0.0
0.07515030060120242,0.9942278096324959,0.0
0.10521042084168286,0.9889073420057112,0.0
0.1352705410821642,0.9818571996380883,0.0
0.16533066132264462,0.9731144514701466,0.0
0.19539078156312595,0.9627248323893589,0.0
0.22545090180360727,0.9507423525540417,0.0
0.2555110220440877,0.9372288385891333,0.0
0.28557114228456904,0.9222534118912059,0.0
0.31563126252504947,0.9058919099723147,0.0
0.3456913827655308,0.8882262573850834,0.0
0.3757515030060121,0.8693437932962843,0.0
0.40581162324649256,0.8493365632057365,0.0
0.4358717434869739,0.8283005826356585,0.0
0.4659318637274543,0.8063350808381036,0.0
0.49599198396793565,0.7835417326818236,0.0
0.5260521042084161,0.7600238868836436,0.0
0.5561122244488974,0.735885798643594,0.0
0.5861723446893787,0.7112318745300384,0.0
0.6162324649298601,0.6861659371448646,0.0
0.6462925851703396,0.6607905166854058,0.0
0.6763527054108209,0.6352061760166098,0.0
0.7064128256513023,0.6095108752832179,0.0
0.7364729458917836,0.5837993814377328,0.0
0.7665330661322649,0.5581627273475062,0.0
0.7965931863727445,0.5326877243858198,0.0
0.8266533066132258,0.5074565316206612,0.0
0.8567134268537071,0.482546283904655,0.0
0.8867735470941884,0.45802878035389744,0.0
0.9168336673346698,0.4339702338958955,0.0
0.9468937875751493,0.4104310817802774,0.0
0.9769539078156306,0.3874658561927123,0.0
1.007014028056112,0.3651231134037244,0.0
1.0370741482965933,0.34344541922970845,0.0
1.0671342685370746,0.32246938799206853,0.0
1.0971943887775542,0.30222577163888925,0.0
1.1272545090180355,0.28273959524728853,0.0
1.1573146292585168,0.26403033475723175,0.0
1.1873747494989981,0.24611213250099306,0.0
1.2174348697394795,0.22899404588700717,0.0
1.247494989979959,0.21268032447120386,0.0
1.2775551102204403,0.19717071060036911,0.0
1.3076152304609217,0.18246075883659382,0.0
1.337675350701403,0.1685421694642376,0.0
1.3677354709418843,0.1554031315349946,0.0
1.3977955911823639,0.1430286711156578,0.0
1.4278557114228452,0.13140100065965257,0.0
1.4579158316633265,0.12049986571957291,0.0
1.4879759519038078,0.11030288554584126,0.0
1.5180360721442874,0.10078588446837705,0.0
1.5480961923847687,0.09192321132602654,0.0
1.57815631262525,0.08368804458515099,0.0
1.6082164328657313,0.07605268116723535,0.0
1.6382765531062127,0.06898880737937363,0.0
1.6683366733466922,0.062467750705263766,0.0
1.6983967935871735,0.05646071156294985,0.0
1.7284569138276549,0.0509389744647276,0.0
1.7585170340681362,0.04587409832087712,0.0
1.7885771543086175,0.04123808590949895,0.0
1.818637274549097,0.03700353278767617,0.0
1.8486973947895784,0.033143756143182095,0.0
1.8787575150300597,0.029632904280350265,0.0
1.908817635270541,0.026446047598458207,0.0
1.9388777555110224,0.023559252056550142,0.0
1.968937875751502,0.020949636225967638,0.0
1.9989979959919832,0.018595413112326355,0.0
2.0290581162324646,0.016475917983943374,0.0
2.059118236472946,0.014571623475701482,0.0
2.089178356713427,0.012864143248165075,0.0
2.1192384769539068,0.011336225473667208,0.0
2.149298597194388,0.009971737396389093,0.0
2.1793587174348694,0.008755642174478757,0.0
2.2094188376753507,0.007673969161298372,0.0
2.239478957915832,0.0067137787221846126,0.0
2.2695390781563116,0.005863122614770027,0.0
2.299599198396793,0.005111000886942162,0.0
2.3296593186372743,0.004447316168750446,0.0
2.3597194388777556,0.0038628261546793737,0.0
2.389779559118237,0.0033490949921889234,0.0
2.4198396793587165,0.00289844421258846,0.0
2.449899799599198,0.002503903762291056,0.0
2.479959919839679,0.0021591636172402476,0.0
2.5100200400801604,0.0018585263915865153,0.0
2.5400801603206418,0.0015968612841301246,0.0
2.5701402805611213,0.0013695596430969871,0.0
2.6002004008016026,0.0011724923717942037,0.0
2.630260521042084,0.0010019693447923877,0.0
2.6603206412825653,0.0008547009565804243,0.0
2.690380761523045,0.0007277618821158288,0.0
2.720440881763526,0.0006185570912455175,0.0
2.7505010020040075,0.0005247901264246386,0.0
2.780561122244489,0.00044443362528458305,0.0
2.81062124248497,0.000375702046122025,0.0
2.8406813627254497,0.00031702653499197404,0.0
2.870741482965931,0.0002670318574615637,0.0
2.9008016032064123,0.00022451530587673033,0.0
2.9308617234468937,0.0001884274838657308,0.0
2.960921843687375,0.0001578548634091016,0.0
2.9909819639278545,0.0001320040058105719,0.0
3.021042084168336,0.00011018733598652858,0.0
3.051102204408817,9.181035934849008e-05,0.0
3.0811623246492985,7.636021189893338e-05,0.0
3.11122244488978,6.339543673285782e-05,0.0
3.1412825651302594,5.253688369541882e-05,0.0
3.1713426853707407,4.345963327326505e-05,0.0
3.201402805611222,3.588585070070024e-05,0.0
3.2314629258517034,2.9578481571328615e-05,0.0
3.2615230460921847,2.4335705813604235e-05,0.0
3.2915831663326642,1.998607258784179e-05,0.0
3.3216432865731456,1.6384244385769977e-05,0.0
3.351703406813627,1.340728427282092e-05,0.0
3.381763527054108,1.0951425735931315e-05,0.0
3.4118236472945895,8.929269928593797e-06,0.0
3.441883767535069,7.267360196493839e-06,0.0
3.4719438877755504,5.904088589335387e-06,0.0
3.5020040080160317,4.787893595627298e-06,0.0
3.532064128256513,3.8757125642359235e-06,0.0
3.5621242484969944,3.131656193742587e-06,0.0
3.592184368737474,2.52587607850239e-06,0.0
3.6222444889779553,2.0335996041696003e-06,0.0
3.6523046092184366,1.6343094946431768e-06,0.0
3.682364729458918,1.3110480392153242e-06,0.0
3.7124248496993992,1.0498284877208257e-06,0.0
3.742484969939879,8.391383087566548e-07,0.0
3.77254509018036,6.695209785937759e-07,0.0
3.8026052104208414,5.332247237183701e-07,0.0
3.8326653306613228,4.239081955582499e-07,0.0
3.8627254509018023,3.363944291489659e-07,0.0
3.8927855711422836,2.664656450295569e-07,0.0
3.922845691382765,2.1069251157624723e-07,0.0
3.9529058116232463,1.6629240847708632e-07,0.0
3.9829659318637276,1.310120353683949e-07,0.0
4.013026052104207,1.0303040603651545e-07,0.0
4.0430861723446885,8.087887024693481e-08,0.0
4.07314629258517,6.337532337642244e-08,0.0
4.103206412825651,4.9570208758727486e-08,0.0
4.1332665330661325,3.8702298199003496e-08,0.0
4.163326653306612,3.0162560722521747e-08,0.0
4.193386773547093,2.3464705677735295e-08,0.0
4.223446893787575,1.8221220372002493e-08,0.0
4.253507014028056,1.4123920283574558e-08,0.0
4.283567134268537,1.0928196675986317e-08,0.0
4.313627254509017,8.440286620306859e-09,0.0
4.343687374749498,6.5070079167508045e-09,0.0
4.3737474949899795,5.007499598395462e-09,0.0
4.403807615230461,3.846590538295162e-09,0.0
4.433867735470942,2.9494867042142037e-09,0.0
4.463927855711422,2.2575239920495026e-09,0.0
4.493987975951903,1.724780185298779e-09,0.0
4.524048096192384,1.3153780246452994e-09,0.0
4.554108216432866,1.0013429810082265e-09,0.0
4.584168336673347,7.609052524522874e-10,0.0
4.6142284569138265,5.771567168491008e-10,0.0
4.644288577154308,4.3699088146380435e-10,0.0
4.674348697394789,3.3026795979626857e-10,0.0
4.7044088176352705,2.4915864525882534e-10,0.0
4.734468937875752,1.8762941584231495e-10,0.0
4.764529058116231,1.410396886413066e-10,0.0
4.794589178356713,1.058271750334107e-10,0.0
4.824649298597194,7.92626365446626e-11,0.0
4.854709418837675,5.925913040637807e-11,0.0
4.884769539078157,4.422394514612007e-11,0.0
4.914829659318636,3.294390977992231e-11,0.0
4.944889779559118,2.449673735974437e-11,0.0
4.974949899799599,1.8182634166631722e-11,0.0
5.00501002004008,1.3471650419116623e-11,0.0
5.03507014028056,9.963232324194368e-12,0.0
5.065130260521041,7.355211393538562e-12,0.0
5.095190380761522,5.420077669238552e-12,0.0
5.125250501002004,3.986862978249243e-12,0.0
5.155310621242485,2.92733590179675e-12,0.0
5.185370741482965,2.145503648962925e-12,0.0
5.215430861723446,1.5696448707113556e-12,0.0
5.245490981963927,1.1462754792973061e-12,0.0
5.275551102204409,8.355877197094613e-13,0.0
5.30561122244489,6.080097514072802e-13,0.0
5.3356713426853695,4.416156851597969e-13,0.0
5.365731462925851,3.201797676983315e-13,0.0
5.395791583166332,2.3171744432819257e-13,0.0
5.425851703406813,1.6739366739266723e-13,0.0
5.455911823647295,1.207076426633632e-13,0.0
5.485971943887774,8.688523149244131e-14,0.0
5.516032064128256,6.242702034938786e-14,0.0
5.546092184368737,4.4772845900742284e-14,0.0
5.576152304609218,3.205326279839116e-14,0.0
5.6062124248497,2.2905788070697252e-14,0.0
5.636272545090179,1.633930886179623e-14,0.0
5.6663326653306605,1.1634228162051503e-14,0.0
5.696392785571142,8.269074813465928e-15,0.0
5.726452905811623,5.866670759263907e-15,0.0
5.7565130260521045,4.154721920316722e-15,0.0
5.786573146292584,2.937025093266473e-15,0.0
5.816633266533065,2.0724726276712927e-15,0.0
5.846693386773547,1.459773246817704e-15,0.0
5.876753507014028,1.0263546341206894e-15,0.0
5.906813627254509,7.203191249051849e-16,0.0
5.936873747494989,5.04623991691204e-16,0.0
5.96693386773547,3.5287939030046636e-16,0.0
5.9969939879759515,2.463202661032175e-16,0.0
6.027054108216433,1.7162851574845714e-16,0.0
6.057114228456914,1.1936972665276697e-16,0.0
6.087174348697394,8.287325618974187e-17,0.0
6.117234468937875,5.743148660341007e-17,0.0
6.147294589178356,3.9728408173716016e-17,0.0
6.177354709418838,2.7432647416832848e-17,0.0
6.207414829659317,1.8908180109029082e-17,0.0
6.237474949899799,1.3009098162906734e-17,0.0
6.26753507014028,8.934291178821497e-18,0.0
6.297595190380761,6.124751403000519e-18,0.0
6.3276553106212425,4.1911410872262146e-18,0.0
6.357715430861722,2.8628035527193556e-18,0.0
6.387775551102203,1.9519391102729595e-18,0.0
6.417835671342685,1.3284843304541036e-18,0.0
6.447895791583166,9.025308556650536e-19,0.0
6.477955911823647,6.120446875213602e-19,0.0
6.508016032064127,4.143045080784181e-19,0.0
6.538076152304608,2.799443052389171e-19,0.0
6.56813627254509,1.8881611949572788e-19,0.0
6.598196392785571,1.2712236112835268e-19,0.0
6.628256513026052,8.543194342397438e-20,0.0
6.658316633266532,5.731048364421308e-20,0.0
6.688376753507013,3.837631882845304e-20,0.0
6.718436873747494,2.5651218862523538e-20,0.0
6.748496993987976,1.711465509753861e-20,0.0
6.778557114228457,1.1398396219812483e-20,0.0
6.808617234468937,7.577654504080499e-21,0.0
6.838677354709418,5.028532990424066e-21,0.0
6.868737474949899,3.330912775328178e-21,0.0
6.898797595190381,2.202422675183182e-21,0.0
6.928857715430862,1.4536288449699343e-21,0.0
6.9589178356713415,9.576831537536798e-22,0.0
6.988977955911823,6.29804293372242e-22,0.0
7.019038076152304,4.1343271467404486e-22,0.0
7.0490981963927855,2.709065556854926e-22,0.0
7.079158316633267,1.7719425770769961e-22,0.0
7.109218436873746,1.1568984154445878e-22,0.0
7.139278557114228,7.539738132518375e-23,0.0
7.169338677354709,4.904929304124577e-23,0.0
7.19939879759519,3.1851119078007796e-23,0.0
7.229458917835672,2.0645817930305657e-23,0.0
7.259519038076151,1.3358415399925453e-23,0.0
7.2895791583166325,8.627664521458296e-24,0.0
7.319639278557114,5.562205228095346e-24,0.0
7.349699398797595,3.579449357844608e-24,0.0
7.379759519038075,2.299327799261163e-24,0.0
7.409819639278556,1.4743514185870036e-24,0.0
7.439879759519037,9.436622637069634e-25,0.0
7.469939879759519,6.029032418147855e-25,0.0
7.5,0.0,0.0
-7.5,0.0,0.1
-7.469939879759519,5.8226302296021745e-25,0.1
-7.439879759519038,1.2075313792284853e-24,0.1
-7.409819639278557,1.997001043989114e-24,0.1
-7.3797595190380765,3.1407173607881593e-24,0.1
-7.349699398797595,4.88715136207404e-24,0.1
-7.319639278557114,7.581920608705481e-24,0.1
-7.289579158316633,1.1740045809344536e-23,0.1
-7.259519038076152,1.8145767621824613e-23,0.1
-7.229458917835672,2.7996217563742966e-23,0.1
-7.19939879759519,4.311635216562656e-23,0.1
-7.169338677354709,6.628317480802504e-23,0.1
-7.1392785571142285,1.017145854506527e-22,0.1
-7.109218436873747,1.5580514833222056e-22,0.1
-7.079158316633267,2.3823140566413473e-22,0.1
-7.0490981963927855,3.6360919732980514e-22,0.1
-7.019038076152305,5.539739505548624e-22,0.1
-6.988977955911824,8.424855540600748e-22,0.1
-6.958917835671342,1.2789519174833286e-21,0.1
-6.928857715430862,1.9380483441692504e-21,0.1
-6.898797595190381,2.931525178126527e-21,0.1
-6.8687374749499,4.426304464116226e-21,0.1
-6.838677354709419,6.67125544987879e-21,0.1
-6.8086172344689375,1.0036735717107277e-20,0.1
-6.778557114228457,1.5072872899065505e-20,0.1
-6.748496993987976,2.2595305358555653e-20,0.1
-6.718436873747495,3.3811078298640567e-20,0.1
-6.688376753507014,5.0503148724613617e-20,0.1
-6.658316633266534,7.530026725849555e-20,0.1
-6.628256513026052,1.120709892939544e-19,0.1
-6.598196392785571,1.664978076136456e-19,0.1
-6.5681362725450905,2.469121480227797e-19,0.1
-6.538076152304609,3.6550642883367616e-19,0.1
-6.508016032064129,5.400900865609671e-19,0.1
-6.477955911823647,7.966288199986469e-19,0.1
-6.447895791583166,1.1729093382265448e-18,0.1
-6.417835671342686,1.7238183319303032e-18,0.1
-6.387775551102204,2.5289320827551053e-18,0.1
-6.357715430861724,3.7034071154633986e-18,0.1
-6.3276553106212425,5.413577593781905e-18,0.1
-6.297595190380761,7.899250626167974e-18,0.1
-6.267535070140281,1.1505514333033402e-17,0.1
-6.2374749498997994,1.6728030003790113e-17,0.1
-6.207414829659319,2.4277400088734134e-17,0.1
-6.177354709418838,3.517046961078209e-17,0.1
-6.147294589178356,5.0859580445887785e-17,0.1
-6.117234468937876,7.341520110698262e-17,0.1
-6.087174348697395,1.0578347393319966e-16,0.1
-6.057114228456914,1.5214870828439396e-16,0.1
-6.027054108216433,2.1844259416795459e-16,0.1
-5.9969939879759515,3.130581337691746e-16,0.1
-5.966933867735471,4.478486489551838e-16,0.1
-5.93687374749499,6.395229792007067e-16,0.1
-5.906813627254509,9.115902012489718e-16,0.1
-5.876753507014028,1.2970650292764194e-15,0.1
-5.846693386773547,1.842224099938905e-15,0.1
-5.816633266533066,2.6118111706168075e-15,0.1
-5.786573146292586,3.696236031641518e-15,0.1
-5.7565130260521045,5.221511305232631e-15,0.1
-5.726452905811623,7.362941557581209e-15,0.1
-5.696392785571142,1.0363944716217004e-14,0.1
-5.666332665330661,1.4561879235061528e-14,0.1
-5.636272545090181,2.0423415115493812e-14,0.1
-5.6062124248497,2.85928802865268e-14,0.1
-5.576152304609218,3.99582121351147e-14,0.1
-5.546092184368738,5.574074779347955e-14,0.1
-5.5160320641282565,7.761722879831826e-14,0.1
-5.485971943887776,1.078852504241418e-13,0.1
-5.455911823647295,1.4968718232779905e-13,0.1
-5.425851703406813,2.0731262488929942e-13,0.1
-5.395791583166332,2.866061363402865e-13,0.1
-5.365731462925852,3.9551577966893403e-13,0.1
-5.335671342685371,5.448296587219207e-13,0.1
-5.30561122244489,7.491629002621487e-13,0.1
-5.275551102204409,1.0282776062710806e-12,0.1
-5.245490981963928,1.4088445856340915e-12,0.1
-5.215430861723447,1.9267900272579835e-12,0.1
-5.185370741482966,2.63041507532084e-12,0.1
-5.155310621242485,3.5845345590190617e-12,0.1
-5.125250501002004,4.87595680981364e-12,0.1
-5.095190380761523,6.620724537636159e-12,0.1
-5.065130260521042,8.973663455424231e-12,0.1
-5.0350701402805615,1.2140948761541964e-11,0.1
-5.00501002004008,1.6396609868592008e-11,0.1
-4.974949899799599,2.2104163730222142e-11,0.1
-4.9448897795591185,2.974491291949835e-11,0.1
-4.914829659318638,3.9954886549869984e-11,0.1
-4.884769539078157,5.357296563779884e-11,0.1
-4.854709418837675,7.170345137697574e-11,0.1
-4.824649298597194,9.57972446624304e-11,0.1
-4.794589178356714,1.2775695735082775e-10,0.1
-4.764529058116233,1.7007273128613978e-10,0.1
