x,y,t,u,f
0.0,0.0,0.0,0.06156336071220981,-0.061330032658104196
1.0526315789473684,0.0,0.0,0.21271362777176295,-0.20308895565633178
2.1052631578947367,0.0,0.0,0.10640388654146274,-0.10519920439449978
3.1578947368421053,0.0,0.0,0.047362768472635215,-0.047256522802490354
4.2105263157894735,0.0,0.0,-0.07275220636644975,0.07236713741151528
5.263157894736842,0.0,0.0,0.1455863034815543,-0.14250054765589137
6.315789473684211,0.0,0.0,-0.05557253167449035,0.05540090667610723
7.368421052631579,0.0,0.0,0.3844718272436148,-0.3276397454051409
8.421052631578947,0.0,0.0,0.4530156936569051,-0.3600463548832724
9.473684210526315,0.0,0.0,-0.10736105127221811,0.10612356535218051
10.526315789473683,0.0,0.0,0.27512106875575515,-0.25429671418746264
11.578947368421051,0.0,0.0,0.033608186316903724,-0.03357022552807499
12.631578947368421,0.0,0.0,0.06769333332706291,-0.06738313625092274
13.68421052631579,0.0,0.0,0.4126233740851888,-0.3423709235070706
14.736842105263158,0.0,0.0,-0.424657483077148,0.3480773098946527
15.789473684210526,0.0,0.0,-0.40310206400223414,0.3376014960693282
16.842105263157894,0.0,0.0,-0.4654116061948143,0.3645997461362338
17.894736842105264,0.0,0.0,0.31999341337340614,-0.28722743674344775
18.94736842105263,0.0,0.0,0.27622392101611415,-0.2551481312664815
20.0,0.0,0.0,0.3603454326970952,-0.31355499955359817
0.0,1.0526315789473684,0.0,0.4670563971995711,-0.3651719309167375
1.0526315789473684,1.0526315789473684,0.0,0.2958392630472412,-0.269947153495258
2.1052631578947367,1.0526315789473684,0.0,-0.02856362390518419,0.028540319398271573
3.1578947368421053,1.0526315789473684,0.0,0.2637411584490032,-0.2453954820653929
4.2105263157894735,1.0526315789473684,0.0,-0.36460886059992337,0.31613789677540627
5.263157894736842,1.0526315789473684,0.0,0.13147759406059234,-0.12920482533487146
6.315789473684211,1.0526315789473684,0.0,-0.34316807062360294,0.30275511452954773
7.368421052631579,1.0526315789473684,0.0,0.42730861278208493,-0.3492852005680489
8.421052631578947,1.0526315789473684,0.0,0.027576987489441665,-0.027556015459635118
9.473684210526315,1.0526315789473684,0.0,-0.08743614115664207,0.0867676849692485
10.526315789473683,1.0526315789473684,0.0,-0.2227423654964975,0.21169118982703763
11.578947368421051,1.0526315789473684,0.0,0.2626824675034873,-0.24455683119884364
12.631578947368421,1.0526315789473684,0.0,-0.033542474236885084,0.033504735680363315
13.68421052631579,1.0526315789473684,0.0,0.061403541317165036,-0.061172025718982774
14.736842105263158,1.0526315789473684,0.0,-0.47099976496725976,0.3665128103868761
15.789473684210526,1.0526315789473684,0.0,0.1028833970413668,-0.10179437696407534
16.842105263157894,1.0526315789473684,0.0,0.10779772787614153,-0.10654508053443543
17.894736842105264,1.0526315789473684,0.0,0.11982754042197717,-0.11810697997364693
18.94736842105263,1.0526315789473684,0.0,0.4349940595556612,-0.35268455675134947
20.0,1.0526315789473684,0.0,0.18667362445645336,-0.18016860081208763
0.0,2.1052631578947367,0.0,-0.13805915135390126,0.1354276984700058
1.0526315789473684,2.1052631578947367,0.0,-0.06140978012862743,0.061178193954926435
2.1052631578947367,2.1052631578947367,0.0,0.18777573285132507,-0.1811548119901078
3.1578947368421053,2.1052631578947367,0.0,-0.42289966099781123,0.34726654189460476
4.2105263157894735,2.1052631578947367,0.0,0.15217453554992422,-0.14865061624559892
5.263157894736842,2.1052631578947367,0.0,0.16432700310406428,-0.15988962123256997
6.315789473684211,2.1052631578947367,0.0,-0.2830468828419527,0.26037042957595946
7.368421052631579,2.1052631578947367,0.0,-0.36375472772198836,0.3156236108309144
8.421052631578947,2.1052631578947367,0.0,-0.18044731916683646,0.17457173160331788
9.473684210526315,2.1052631578947367,0.0,-0.13821138210442319,0.1355712149140771
10.526315789473683,2.1052631578947367,0.0,0.06852068191393623,-0.06819897156689449
11.578947368421051,2.1052631578947367,0.0,-0.05153966236168557,0.051402755660082435
12.631578947368421,2.1052631578947367,0.0,0.47229338477836436,-0.3669431305680485
13.68421052631579,2.1052631578947367,0.0,-0.3816809979488125,0.32607756352762163
14.736842105263158,2.1052631578947367,0.0,-0.29192873456820034,0.2670498712468979
15.789473684210526,2.1052631578947367,0.0,-0.33295316788179224,0.2960427081911087
16.842105263157894,2.1052631578947367,0.0,0.14157422186107435,-0.13873661288117026
17.894736842105264,2.1052631578947367,0.0,-0.24059148982385606,0.22666502827600254
18.94736842105263,2.1052631578947367,0.0,-0.0353021132629928,0.035258118385572204
20.0,2.1052631578947367,0.0,-0.2514765720411932,0.23557307636540653
0.0,3.1578947368421053,0.0,-0.3413369401381947,0.30156746375149823
1.0526315789473684,3.1578947368421053,0.0,-0.3806786919794852,0.32551215719135573
